"행정구역별(읍면동)","연령별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"배방읍","80~84세","총인구_여자(명)","","371","","","","","479","","","570","602",
"배방읍","80~84세","총인구_성비","","52.3","","","","","58.7","","","64.9","66.3",
"배방읍","80~84세","내국인(명)","","563","","","","","758","","","932","993",
"배방읍","80~84세","내국인_남자(명)","","193","","","","","281","","","368","397",
"배방읍","80~84세","내국인_여자(명)","","370","","","","","477","","","564","596",
"배방읍","80~84세","내국인_성비","","52.2","","","","","58.9","","","65.2","66.6",
"배방읍","85~89세","총인구(명)","","236","","","","","388","","","488","542",
"배방읍","85~89세","총인구_남자(명)","","62","","","","","112","","","141","170",
"배방읍","85~89세","총인구_여자(명)","","174","","","","","276","","","347","372",
"배방읍","85~89세","총인구_성비","","35.6","","","","","40.6","","","40.6","45.7",
"배방읍","85~89세","내국인(명)","","235","","","","","386","","","487","541",
"배방읍","85~89세","내국인_남자(명)","","61","","","","","111","","","141","170",
"배방읍","85~89세","내국인_여자(명)","","174","","","","","275","","","346","371",
"배방읍","85~89세","내국인_성비","","35.1","","","","","40.4","","","40.8","45.8",
"배방읍","90~94세","총인구(명)","","70","","","","","139","","","171","221",
"배방읍","90~94세","총인구_남자(명)","","14","","","","","30","","","36","46",
"배방읍","90~94세","총인구_여자(명)","","56","","","","","109","","","135","175",
"배방읍","90~94세","총인구_성비","","25","","","","","27.5","","","26.7","26.3",
"배방읍","90~94세","내국인(명)","","69","","","","","138","","","171","220",
"배방읍","90~94세","내국인_남자(명)","","14","","","","","29","","","36","46",
"배방읍","90~94세","내국인_여자(명)","","55","","","","","109","","","135","174",
"배방읍","90~94세","내국인_성비","","25.5","","","","","26.6","","","26.7","26.4",
"배방읍","95~99세","총인구(명)","","16","","","","","23","","","35","33",
"배방읍","95~99세","총인구_남자(명)","","6","","","","","X","","","5","7",
"배방읍","95~99세","총인구_여자(명)","","10","","","","","20","","","30","26",
"배방읍","95~99세","총인구_성비","","60","","","","","15","","","16.7","26.9",
"배방읍","95~99세","내국인(명)","","16","","","","","22","","","33","33",
"배방읍","95~99세","내국인_남자(명)","","6","","","","","X","","","X","7",
"배방읍","95~99세","내국인_여자(명)","","10","","","","","19","","","29","26",
"배방읍","95~99세","내국인_성비","","60","","","","","15.8","","","13.8","26.9",
"배방읍","100세이상","총인구(명)","","X","","","","","X","","","X","5",
"배방읍","100세이상","총인구_남자(명)","","X","","","","","X","","","X","X",
"배방읍","100세이상","총인구_여자(명)","","X","","","","","X","","","X","5",
"배방읍","100세이상","총인구_성비","","0","","","","","50","","","100","0",
"배방읍","100세이상","내국인(명)","","X","","","","","X","","","X","X",
"배방읍","100세이상","내국인_남자(명)","","X","","","","","X","","","X","X",
"배방읍","100세이상","내국인_여자(명)","","X","","","","","X","","","X","X",
"배방읍","100세이상","내국인_성비","","0","","","","","50","","","100","0",
"배방읍","15세미만","총인구(명)","","15159","","","","","14498","","","13653","14014",
"배방읍","15세미만","총인구_남자(명)","","7806","","","","","7465","","","7076","7207",
"배방읍","15세미만","총인구_여자(명)","","7353","","","","","7033","","","6577","6807",
"배방읍","15세미만","총인구_성비","","106.2","","","","","106.1","","","107.6","105.9",
"배방읍","15세미만","내국인(명)","","15130","","","","","14466","","","13572","13940",
"배방읍","15세미만","내국인_남자(명)","","7795","","","","","7449","","","7032","7169",
"배방읍","15세미만","내국인_여자(명)","","7335","","","","","7017","","","6540","6771",
"배방읍","15세미만","내국인_성비","","106.3","","","","","106.2","","","107.5","105.9",
"배방읍","15~64세","총인구(명)","","49466","","","","","55725","","","65501","69904",
"배방읍","15~64세","총인구_남자(명)","","25594","","","","","29051","","","34252","36619",
"배방읍","15~64세","총인구_여자(명)","","23872","","","","","26674","","","31249","33285",
"배방읍","15~64세","총인구_성비","","107.2","","","","","108.9","","","109.6","110",
"배방읍","15~64세","내국인(명)","","48478","","","","","54285","","","63376","67576",
"배방읍","15~64세","내국인_남자(명)","","25103","","","","","28279","","","33132","35442",
"배방읍","15~64세","내국인_여자(명)","","23375","","","","","26006","","","30244","32134",
"배방읍","15~64세","내국인_성비","","107.4","","","","","108.7","","","109.5","110.3",
"배방읍","65세이상","총인구(명)","","4158","","","","","5907","","","7802","8735",
"배방읍","65세이상","총인구_남자(명)","","1732","","","","","2529","","","3413","3868",
"배방읍","65세이상","총인구_여자(명)","","2426","","","","","3378","","","4389","4867",
"배방읍","65세이상","총인구_성비","","71.4","","","","","74.9","","","77.8","79.5",
"배방읍","65세이상","내국인(명)","","4122","","","","","5857","","","7721","8631",
"배방읍","65세이상","내국인_남자(명)","","1719","","","","","2506","","","3384","3829",
"배방읍","65세이상","내국인_여자(명)","","2403","","","","","3351","","","4337","4802",
"배방읍","65세이상","내국인_성비","","71.5","","","","","74.8","","","78","79.7",
"배방읍","85세이상","총인구(명)","","326","","","","","553","","","696","801",
"배방읍","85세이상","총인구_남자(명)","","82","","","","","146","","","183","223",
"배방읍","85세이상","총인구_여자(명)","","244","","","","","407","","","513","578",
"배방읍","85세이상","총인구_성비","","33.6","","","","","35.9","","","35.7","38.6",
"배방읍","85세이상","내국인(명)","","324","","","","","549","","","693","798",
"배방읍","85세이상","내국인_남자(명)","","81","","","","","144","","","182","223",
"배방읍","85세이상","내국인_여자(명)","","243","","","","","405","","","511","575",
"배방읍","85세이상","내국인_성비","","33.3","","","","","35.6","","","35.6","38.8",
"배방읍","평균연령","총인구(명)","","33.1","","","","","36.1","","","37.7","38",
"배방읍","평균연령","총인구_남자(명)","","32.6","","","","","35.6","","","37.2","37.5",
"배방읍","평균연령","총인구_여자(명)","","33.5","","","","","36.6","","","38.3","38.5",
"배방읍","평균연령","내국인(명)","","33","","","","","36.1","","","37.8","38.1",
"배방읍","평균연령","내국인_남자(명)","","32.5","","","","","35.6","","","37.2","37.6",
"배방읍","평균연령","내국인_여자(명)","","33.5","","","","","36.6","","","38.3","38.6",
"배방읍","중위연령","총인구(명)","","33.7","","","","","37","","","38","38",
"배방읍","중위연령","총인구_남자(명)","","33.7","","","","","36.9","","","37.7","37.7",
"배방읍","중위연령","총인구_여자(명)","","33.6","","","","","37.2","","","38.4","38.3",
"배방읍","중위연령","내국인(명)","","33.7","","","","","37.1","","","38.2","38.2",
"배방읍","중위연령","내국인_남자(명)","","33.7","","","","","36.9","","","37.9","37.8",
"배방읍","중위연령","내국인_여자(명)","","33.6","","","","","37.3","","","38.5","38.5",
"송악면","합계","총인구(명)","","4140","","","","","4045","","","3950","3860",
"송악면","합계","총인구_남자(명)","","2134","","","","","2043","","","1996","1955",
"송악면","합계","총인구_여자(명)","","2006","","","","","2002","","","1954","1905",
"송악면","합계","총인구_성비","","106.4","","","","","102","","","102.1","102.6",
"송악면","합계","내국인(명)","","4075","","","","","3983","","","3894","3801",
"송악면","합계","내국인_남자(명)","","2105","","","","","2011","","","1968","1925",
"송악면","합계","내국인_여자(명)","","1970","","","","","1972","","","1926","1876",
"송악면","합계","내국인_성비","","106.9","","","","","102","","","102.2","102.6",
"송악면","0~4세","총인구(명)","","101","","","","","36","","","23","21",
"송악면","0~4세","총인구_남자(명)","","53","","","","","21","","","12","9",
"송악면","0~4세","총인구_여자(명)","","48","","","","","15","","","11","12",
"송악면","0~4세","총인구_성비","","110.4","","","","","140","","","109.1","75",
"송악면","0~4세","내국인(명)","","100","","","","","34","","","23","21",
"송악면","0~4세","내국인_남자(명)","","52","","","","","20","","","12","9",
"송악면","0~4세","내국인_여자(명)","","48","","","","","14","","","11","12",
"송악면","0~4세","내국인_성비","","108.3","","","","","142.9","","","109.1","75",
"송악면","5~9세","총인구(명)","","192","","","","","164","","","91","75",
"송악면","5~9세","총인구_남자(명)","","102","","","","","80","","","41","38",
"송악면","5~9세","총인구_여자(명)","","90","","","","","84","","","50","37",
"송악면","5~9세","총인구_성비","","113.3","","","","","95.2","","","82","102.7",
"송악면","5~9세","내국인(명)","","191","","","","","161","","","91","75",
"송악면","5~9세","내국인_남자(명)","","101","","","","","77","","","41","38",
"송악면","5~9세","내국인_여자(명)","","90","","","","","84","","","50","37",
"송악면","5~9세","내국인_성비","","112.2","","","","","91.7","","","82","102.7",
"송악면","10~14세","총인구(명)","","146","","","","","195","","","180","152",
"송악면","10~14세","총인구_남자(명)","","74","","","","","109","","","93","74",
"송악면","10~14세","총인구_여자(명)","","72","","","","","86","","","87","78",
"송악면","10~14세","총인구_성비","","102.8","","","","","126.7","","","106.9","94.9",
"송악면","10~14세","내국인(명)","","145","","","","","192","","","180","152",
"송악면","10~14세","내국인_남자(명)","","73","","","","","106","","","93","74",
"송악면","10~14세","내국인_여자(명)","","72","","","","","86","","","87","78",
"송악면","10~14세","내국인_성비","","101.4","","","","","123.3","","","106.9","94.9",
"송악면","15~19세","총인구(명)","","159","","","","","107","","","137","146",
"송악면","15~19세","총인구_남자(명)","","94","","","","","52","","","78","80",
"송악면","15~19세","총인구_여자(명)","","65","","","","","55","","","59","66",
"송악면","15~19세","총인구_성비","","144.6","","","","","94.5","","","132.2","121.2",
"송악면","15~19세","내국인(명)","","159","","","","","106","","","135","145",
"송악면","15~19세","내국인_남자(명)","","94","","","","","51","","","76","79",
"송악면","15~19세","내국인_여자(명)","","65","","","","","55","","","59","66",
"송악면","15~19세","내국인_성비","","144.6","","","","","92.7","","","128.8","119.7",
"송악면","20~24세","총인구(명)","","347","","","","","130","","","108","89",
"송악면","20~24세","총인구_남자(명)","","219","","","","","68","","","63","51",
"송악면","20~24세","총인구_여자(명)","","128","","","","","62","","","45","38",
"송악면","20~24세","총인구_성비","","171.1","","","","","109.7","","","140","134.2",
"송악면","20~24세","내국인(명)","","341","","","","","125","","","107","88",
"송악면","20~24세","내국인_남자(명)","","216","","","","","66","","","63","50",
"송악면","20~24세","내국인_여자(명)","","125","","","","","59","","","44","38",
